"IATA","Airport Name","City Name","Country Name","Population"
"HDK","Kulhudhuffushi","Kulhudhuffushi","Maldives",6998
"HEA","Herat","Herat","Afghanistan",274000
"HIM","Hingurakgoda","Hingurakgoda","Sri Lanka","Missing[""NotAvailable""]"
"HJR","Khajuraho","Khajuraho","India",25662
"HRI","Hambantota","Hambantota","Sri Lanka",11596
"HYD","Hyderabad","Hyderabad","India",3597816
"HYD","Shamshabad Rajiv Gandhi Intl Arpt","Shamshabad","India",25266
"HYD","Hyderabad Rajiv Gandhi Intl Arpt","Hyderabad (IN)","India",3597816
"HYD","Hyderabad Rajiv Gandhi Intl Arpt","Hyderabad","India",3597816
"IDR","Indore","Indore","India",1837041
"IFU","Ifuru","Ifuru","Maldives","Missing[""NotAvailable""]"
"IMF","Imphal","Imphal","India",223523
"IMK","Simikot","Simikot","Nepal","Missing[""NotAvailable""]"
"IRD","Ishurdi","Ishurdi","Bangladesh",81995
"ISB","Islamabad","Islamabad","Pakistan",755935
"ISK","Nasik","Nasik","India",1289497
"IXA","Agartala","Agartala","India",203264
"IXB","Bagdogra","Bagdogra","India","Missing[""NotAvailable""]"
"IXC","Chandigarh","Chandigarh","India",914371
"IXD","Allahabad","Allahabad","India",1073438
"IXE","Mangalore","Mangalore","India",417387
"IXG","Belgaum","Belgaum","India",428720
"IXI","Lilabari","Lilabari","India","Missing[""NotAvailable""]"
"IXJ","Jammu","Jammu","India",465567
"IXK","Keshod","Keshod","India",68518
"IXL","Leh","Leh","India",37475
"IXM","Madurai","Madurai","India",909908
"IXP","Pathankot","Pathankot","India",174306
"IXR","Ranchi","Ranchi","India",944980
"IXS","Silchar","Silchar","India",152393
"IXT","Pasighat","Pasighat","India",25581
"IXU","Aurangabad","Aurangabad","India",1016441
"IXW","Jamshedpur","Jamshedpur","India",616338
"IXX","Bidar Airport","Bidar Airport","India","Missing[""NotAvailable""]"
"IXY","Kandla","Kandla","India",25845
"IXZ","Port Blair","Port Blair","India",112050
"JAA","Jalalabad","Jalalabad","Afghanistan",168600
"JAF","Jaffna","Jaffna","Sri Lanka",169102
"JAG","Jacobabad","Jacobabad","Pakistan",170588
"JAI","Jaipur","Jaipur","India",2711758
"JDH","Jodhpur","Jodhpur","India",921476
"JGA","Jamnagar","Jamnagar","India",492056
"JGB","Jagdalpur","Jagdalpur","India",76465
"JIW","Jiwani","Jiwani","Pakistan",16322
"JKR","Janakpur","Janakpur","Nepal",93767
"JLR","Jabalpur","Jabalpur","India",1030168
"JMO","Jomsom","Jomsom","Nepal","Missing[""NotAvailable""]"
"JRG","Jharsuguda","Jharsuguda","India",79492
"JRH","Jorhat","Jorhat","India",69033
"JSA","Jaisalmer","Jaisalmer","India",67604
"JSR","Jessore","Jessore","Bangladesh",243987
"JUM","Jumla","Jumla","Nepal",9073
"KBL","Kabul","Kabul","Afghanistan",2938300
"KCF","Kadanwari","Kadanwari","Pakistan","Missing[""NotAvailable""]"
"KCT","Koggala","Koggala","Sri Lanka","Missing[""NotAvailable""]"
"KDD","Khuzdar","Khuzdar","Pakistan",141227
"KDH","Kandahar","Kandahar","Afghanistan",324800
"KDM","Kaadedhdhoo","Kaadedhdhoo","Maldives","Missing[""NotAvailable""]"
"KDM","Kaadedhdhoo Island","Kaadedhdhoo Island","Maldives","Missing[""NotAvailable""]"
"KDO","Kadhdhoo","Kadhdhoo","Maldives","Missing[""NotAvailable""]"
"KDO","Kadhdhoo Island","Kadhdhoo Island","Maldives","Missing[""NotAvailable""]"
"KDU","Skardu","Skardu","Pakistan","Missing[""NotAvailable""]"
"KDW","Kandy","Kandy","Sri Lanka",111701
"KDW","Kandy Victoria Reservoir SPB","Kandy Victoria Reservoir SPB","Sri Lanka","Missing[""NotAvailable""]"
"KDZ","Katugastota","Katugastota","Sri Lanka","Missing[""NotAvailable""]"
"KDZ","Kandy Polgolla Reservoir SPB","Kandy Polgolla Reservoir SPB","Sri Lanka","Missing[""NotAvailable""]"
"KEP","Nepalganj","Nepalganj","Nepal",61474
"KEZ","Kelaniya","Kelaniya","Sri Lanka",28846
"KHI","Karachi","Karachi","Pakistan",11624219
"KHT","Khost","Khost","Afghanistan",96123
"KLH","Kolhapur","Kolhapur","India",516142
"KNU","Kanpur","Kanpur","India",2823249
"KQH","Kishangarh","Kishangarh","India",10288
"KTM","Kathmandu","Kathmandu","Nepal",790597
"KTY","Katukurunda","Katukurunda","Sri Lanka","Missing[""NotAvailable""]"
"KUU","Kulu","Kulu","India",19831
"KUU","Kullu","Kullu","India",19831
"LDN","Lamidanda","Lamidanda","Nepal","Missing[""NotAvailable""]"
"LHE","Lahore","Lahore","Pakistan",6310888
"LKO","Lucknow","Lucknow","India",2472011
"LQN","Qalah-ye Now","Qalah-ye Now","Afghanistan","Missing[""NotAvailable""]"
"LTU","Latur","Latur","India",348967
"LUA","Lukla","Lukla","Nepal","Missing[""NotAvailable""]"
"LUH","Ludhiana","Ludhiana","India",1545368
"LYP","Faisalabad","Faisalabad","Pakistan",2506595
"MAA","Madras","Madras","India",4646732
"MAA","Madras/Chennai","Madras/Chennai","India","Missing[""NotAvailable""]"
"MAA","Chennai/Madras","Chennai/Madras","India","Missing[""NotAvailable""]"
"MAA","Chennai","Chennai","India",4646732
"MEY","Meghauli","Meghauli","Nepal","Missing[""NotAvailable""]"
"MFG","Muzaffarabad","Muzaffarabad","Pakistan",19750
"MJD","Mohenjodaro","Mohenjodaro","Pakistan","Missing[""NotAvailable""]"
"MLE","Male","Male","Maldives",103693
"MMZ","Maimana","Maimana","Afghanistan",67800
"MMZ","Maimanah","Maimanah","Afghanistan","Missing[""NotAvailable""]"
"MPD","Mirpur Khas","Mirpur Khas","Pakistan",215657
"MUX","Multan","Multan","Pakistan",1437230
"MWD","Mianwali","Mianwali","Pakistan",89570
"MWP","Mountain","Mountain","Nepal","Missing[""NotAvailable""]"
"MYQ","Mysore","Mysore","India",868313
"MZA","Muzaffarnagar","Muzaffarnagar","India",349706
"MZR","Mazar-e Sharif","Mazar-e Sharif","Afghanistan",300600
"NAG","Nagpur","Nagpur","India",2228018
"NDC","Nanded","Nanded","India",485112
"NGX","Manang","Manang","Nepal","Missing[""NotAvailable""]"
"NMF","Maafaru International Airport","Maafaru International Airport","Maldives","Missing[""NotAvailable""]"
"NUA","Nuwara Eliya","Nuwara Eliya","Sri Lanka",25775
"NUA","Nuwara Eliya SPB","Nuwara Eliya SPB","Sri Lanka","Missing[""NotAvailable""]"
"NUF","Hatton","Hatton","Sri Lanka",15073
"NUF","Hatton SPB","Hatton SPB","Sri Lanka","Missing[""NotAvailable""]"
"OAI","Bagram","Bagram","Afghanistan","Missing[""NotAvailable""]"
"OAS","Sharana","Sharana","Afghanistan","Missing[""NotAvailable""]"
"OAZ","Camp Bastion","Camp Bastion","Afghanistan","Missing[""NotAvailable""]"
"ORW","Ormara","Ormara","Pakistan",13026
"PAJ","Para Chinar","Para Chinar","Pakistan","Missing[""NotAvailable""]"
"PAT","Patna","Patna","India",1599920
"PBD","Porbandar","Porbandar","India",138872
"PBH","Paro","Paro","Bhutan",2362
"PEW","Peshawar","Peshawar","Pakistan",1218773
"PGH","Pantnagar","Pantnagar","India","Missing[""NotAvailable""]"
"PJG","Panjgur","Panjgur","Pakistan","Missing[""NotAvailable""]"
"PKR","Pokhara","Pokhara","Nepal",264991
"PNQ","Poona","Poona","India",2935744
"PNQ","Pune","Pune","India",2935744
"PNY","Pondicherry","Pondicherry","India",227411
"PPL","Phaplu","Phaplu","Nepal","Missing[""NotAvailable""]"
"PSI","Pasni","Pasni","Pakistan",33110
"PUT","Puttaparthi","Puttaparthi","India",50091
"PYG","Gangtok","Gangtok","India",30700
"PZH","Zhob","Zhob","Pakistan",50537
"RAJ","Rajkot","Rajkot","India",1177362
"RAZ","Rawala Kot","Rawala Kot","Pakistan","Missing[""NotAvailable""]"
"RDP","Durgapur","Durgapur","India",518872
"RHP","Ramechhap","Ramechhap","Nepal","Missing[""NotAvailable""]"
"RJA","Rajahmundry","Rajahmundry","India",304804
"RJB","Rajbiraj","Rajbiraj","Nepal",33061
"RJH","Rajshahi","Rajshahi","Bangladesh",808414
"RML","Colombo Ratmalana Apt","Colombo","Sri Lanka",648034
"RPR","Raipur","Raipur","India",679995
"RTC","Ratnagiri","Ratnagiri","India",75986
"RUK","Rukumkot","Rukumkot","Nepal","Missing[""NotAvailable""]"
"RUM","Rumjatar","Rumjatar","Nepal","Missing[""NotAvailable""]"
"RUP","Rupsi","Rupsi","India","Missing[""NotAvailable""]"
"RYK","Rahim Yar Khan","Rahim Yar Khan","Pakistan",299763
"RZS","Sawan","Sawan","Pakistan","Missing[""NotAvailable""]"
"SAG","Shirdi","Shirdi","India",31978
"SDT","Saidu Sharif","Saidu Sharif","Pakistan","Missing[""NotAvailable""]"
"SHL","Shillong","Shillong","India",132842
"SIF","Simara","Simara","Nepal","Missing[""NotAvailable""]"
"SKH","Surkhet","Surkhet","Nepal",34983
"SKT","Sialkot","Sialkot","Pakistan",477396
"SKZ","Sukkur","Sukkur","Pakistan",417767
"SLV","Simla","Simla","India",173503
"SLV","Shimla","Shimla","India",173503
"SPD","Saidpur","Saidpur","Bangladesh",100022
"SSE","Sholapur","Sholapur","India",997281
"STV","Surat","Surat","India",2894504
"SUL","Sui","Sui","Pakistan","Missing[""NotAvailable""]"
"SXR","Srinagar","Srinagar","India",975857
"SXV","Salem","Salem","India",778396
"SXV","Salem (IN)","Salem (IN)","India",778396
"SYW","Sehwen Sharif","Sehwen Sharif","Pakistan","Missing[""NotAvailable""]"
"TCR","Tuticorin","Tuticorin","India",218529
"TEI","Tezu","Tezu","India",14927
"TEZ","Tezpur","Tezpur","India",58851
"THW","Trincomalee (LK) 00","Trincomalee (LK) 00","Sri Lanka","Missing[""NotAvailable""]"
"THW","Trincomalee","Trincomalee","Sri Lanka",108420
"TII","Tirinkot","Tirinkot","Afghanistan","Missing[""NotAvailable""]"
"TII","Tarin Kot","Tarin Kot","Afghanistan","Missing[""NotAvailable""]"
"TIR","Tirupati","Tirupati","India",250821
"TMF","Thimarafushi","Thimarafushi","Maldives",1504
"TMI","Tumlingtar","Tumlingtar","Nepal","Missing[""NotAvailable""]"
"TPJ","Taplejung","Taplejung","Nepal","Missing[""NotAvailable""]"
"TPU","Tikapur","Tikapur","Nepal",44758
"TRR","Trincomalee","Trincomalee","Sri Lanka",108420
"TRR","Trincomalee (LK) 00","Trincomalee (LK) 00","Sri Lanka","Missing[""NotAvailable""]"
"TRV","Trivandrum","Trivandrum","India",784153
"TRV","Thiruvananthapuram","Thiruvananthapuram","India",784153
"TRZ","Tiruchirapally","Tiruchirapally","India","Missing[""NotAvailable""]"
"TRZ","Tiruchchirappalli","Tiruchchirappalli","India",775484
"TUK","Turbat","Turbat","Pakistan",75694
"UDR","Udaipur","Udaipur","India",422784
"UET","Quetta","Quetta","Pakistan",733675
"UND","Kunduz","Kunduz","Afghanistan",161902
"VAM","Maamigili","Maamigili","Maldives",1919
"VAM","Maamigili Island","Maamigili Island","Maldives","Missing[""NotAvailable""]"
"VDY","Vidyanagar","Vidyanagar","India",32581
"VGA","Vijayawada","Vijayawada","India",874587
"VNS","Varanasi","Varanasi","India",1164404
"VTZ","Vishakhapatnam","Vishakhapatnam","India",1063178
"WNS","Nawabshah","Nawabshah","Pakistan",229504
"WRZ","Weerawila","Weerawila","Sri Lanka","Missing[""NotAvailable""]"
"XMG","Mahendranagar","Mahendranagar","Nepal",88381
"YON","Trashigang","Trashigang","Bhutan",872
"ZAJ","Zaranj","Zaranj","Afghanistan",33884
"ZIZ","Zamzama","Zamzama","Pakistan","Missing[""NotAvailable""]"
"ZYL","Sylhet","Sylhet","Bangladesh",326362
"AAP","Samarinda (ID) 00","Samarinda (ID) 00","Indonesia","Missing[""NotAvailable""]"
"ABU","Atambua","Atambua","Indonesia",35793
"AEG","Aek Godang","Aek Godang","Indonesia","Missing[""NotAvailable""]"
"AGD","Anggi","Anggi","Indonesia","Missing[""NotAvailable""]"
"AHI","Amahai","Amahai","Indonesia",47653
"AKY","Sittwe","Sittwe","Myanmar",177743
"AMI","Mataram","Mataram","Indonesia",318674
"AMQ","Ambon","Ambon","Indonesia",355596
"AOR","Alor Setar","Alor Setar","Malaysia",217368
"AOU","Attopeu","Attopeu","Lao People's Democratic Republic",4297
"AOU","Attapeu","Attapeu","Lao People's Democratic Republic","Missing[""NotAvailable""]"
"ARD","Alor Island","Alor Island","Indonesia","Missing[""NotAvailable""]"
"ARD","Alor","Alor","Indonesia","Missing[""NotAvailable""]"
"AYW","Ayawasi","Ayawasi","Indonesia","Missing[""NotAvailable""]"
"BAG","Baguio","Baguio","Philippines",301926
"BAO","Ban Mak Khaeng","Ban Mak Khaeng","Thailand",247231
"BBM","Battambang","Battambang","Cambodia",150444
"BBN","Bario","Bario","Malaysia","Missing[""NotAvailable""]"
"BCD","Bacolod","Bacolod","Philippines",5294
"BDJ","Banjarmasin","Banjarmasin","Indonesia",572837
"BDO","Bandung","Bandung","Indonesia",2417584
"BEJ","Berau","Berau","Indonesia","Missing[""NotAvailable""]"
"BEJ","Tanjung Redeb","Tanjung Redeb","Indonesia",49393
"BFV","Buri Ram","Buri Ram","Thailand",31563
"BFV","Buriram","Buriram","Thailand",31563
"BIK","Biak","Biak","Indonesia",40884
"BJW","Bajawa","Bajawa","Indonesia","Missing[""NotAvailable""]"
"BKI","Kota Kinabalu","Kota Kinabalu","Malaysia",457326
"BKK","Bangkok","Bangkok","Thailand",5695956
"BKK","Bangkok International Airport","Bangkok","Thailand",5695956
"BKK","Bangkok Suvarnabhumi International Apt","Bangkok","Thailand",5695956
"BKM","Bakalalan","Bakalalan","Malaysia","Missing[""NotAvailable""]"
"BKM","Bakelalan","Bakelalan","Malaysia","Missing[""NotAvailable""]"
"BKS","Bengkulu","Bengkulu","Indonesia",309712
"BLG","Belaga","Belaga","Malaysia","Missing[""NotAvailable""]"
"BMO","Bhamo","Bhamo","Myanmar",47920
"BMU","Bima","Bima","Indonesia",66970
"BMV","Ban Me Thuot","Ban Me Thuot","Viet Nam",146975
"BPE","Bagan","Bagan","Myanmar","Missing[""NotAvailable""]"
"BPH","Bislig","Bislig","Philippines",67567
"BPN","Balikpapan","Balikpapan","Indonesia",433866
"BQA","Baler","Baler","Philippines","Missing[""NotAvailable""]"
"BSO","Basco","Basco","Philippines",7297
"BSX","Bassein","Bassein","Myanmar",237089
"BSX","Pathein","Pathein","Myanmar",237089
"BTH","Batu Besar","Batu Besar","Indonesia","Missing[""NotAvailable""]"
"BTH","Batam","Batam","Indonesia",277116
"BTJ","Banda Aceh","Banda Aceh","Indonesia",250757
"BTU","Bintulu","Bintulu","Malaysia",151617
"BTW","Batu Licin","Batu Licin","Indonesia","Missing[""NotAvailable""]"
"BUI","Bokondini","Bokondini","Indonesia","Missing[""NotAvailable""]"
"BUU","Muara Bungo","Muara Bungo","Indonesia","Missing[""NotAvailable""]"
"BUW","Baubau","Baubau","Indonesia",82795
"BWN","Bandar Seri Begawan","Bandar Seri Begawan","Brunei Darussalam",64409
"BWX","Banyumangi","Banyumangi","Indonesia","Missing[""NotAvailable""]"
"BWX","Banyuwangi","Banyuwangi","Indonesia",108166
"BXB","Babo","Babo","Indonesia","Missing[""NotAvailable""]"
"BXB","Irarutu","Irarutu","Indonesia","Missing[""NotAvailable""]"
"BXD","Bade","Bade","Indonesia","Missing[""NotAvailable""]"
"BXM","Batom","Batom","Indonesia","Missing[""NotAvailable""]"
"BXU","Butuan","Butuan","Philippines","Missing[""NotAvailable""]"
"CAH","Ca Mau","Ca Mau","Viet Nam",111894
"CBO","Cotabato","Cotabato","Philippines",259153
"CCK","Cocos Islands","Cocos Islands","Cocos (keeling) Islands","Missing[""NotAvailable""]"
"CEB","Cebu","Cebu","Philippines",798809
"CEI","Chiang Rai","Chiang Rai","Thailand",78756
"CGK","Jakarta Soekarno-Hatta Apt","Jakarta","Indonesia",10187595
"CGM","Camiguin","Camiguin","Philippines","Missing[""NotAvailable""]"
"CGY","Cagayan de Oro","Cagayan de Oro","Philippines",553966
"CJM","Chumphon","Chumphon","Thailand",55835
"CNX","Chiang Mai","Chiang Mai","Thailand",200952
"CRK","Angeles/Mabalacat","Angeles/Mabalacat","Philippines","Missing[""NotAvailable""]"
"CRK","Luzon Island Clark Field","Luzon Island","Philippines","Missing[""NotAvailable""]"
"CRK","Luzon Island Apt","Luzon Island","Philippines","Missing[""NotAvailable""]"
"CRM","Catarman","Catarman","Philippines",47449
"CUJ","Culion","Culion","Philippines","Missing[""NotAvailable""]"
"CXP","Cilacap","Cilacap","Indonesia",214264
"CXR","Cam Ranh","Cam Ranh","Viet Nam",146771
"CXR","Nha Trang Cam Ranh Airport","Nha Trang","Viet Nam",283441
"CYP","Calbayog","Calbayog","Philippines",67921
"CYU","Cuyo","Cuyo","Philippines",7549
"CYZ","Cauayan","Cauayan","Philippines",8855
"DAD","Da Nang","Da Nang","Viet Nam",770911
"DEX","Yahukimo","Yahukimo","Indonesia","Missing[""NotAvailable""]"
"DGT","Dumaguete","Dumaguete","Philippines",116392
"DIL","Dili","Dili","Indonesia",156163
"DIL","Dili","Dili","East Timor",156163
"DIL","Dili (TL)","Dili (TL)","Timor-leste",156163
"DIL","Dili","Dili","Timor-leste",156163
"DIN","Dien Bien Phu","Dien Bien Phu","Viet Nam","Missing[""NotAvailable""]"
"DJB","Jambi","Jambi","Indonesia",420323
"DJJ","Jayapura","Jayapura","Indonesia",134895
"DLI","Dalat","Dalat","Viet Nam","Missing[""NotAvailable""]"
"DMK","Bangkok Don Muang Airport","Bangkok","Thailand",5695956
"DMK","Bangkok Don Mueang International Arpt","Bangkok","Thailand",5695956
"DOB","Dobo","Dobo","Indonesia","Missing[""NotAvailable""]"
"DPL","Dipolog","Dipolog","Philippines",93549
"DPS","Denpasar Bali","Denpasar Bali","Indonesia","Missing[""NotAvailable""]"
"DPS","Denpasar-Bali","Denpasar-Bali","Indonesia","Missing[""NotAvailable""]"
"DRH","Dabra","Dabra","Indonesia",60836
"DTB","Siborong-Borong","Siborong-Borong","Indonesia","Missing[""NotAvailable""]"
"DTD","Datadawai","Datadawai","Indonesia","Missing[""NotAvailable""]"
"DTE","Daet","Daet","Philippines",94184
"DUM","Dumai","Dumai","Indonesia",143760
"DVO","Davao","Davao","Philippines",785668
"ENE","Ende","Ende","Indonesia",77205
"ENI","El Nido","El Nido","Philippines",7801
"EUQ","Antique","Antique","Philippines",4816
"EWE","Ewer","Ewer","Indonesia","Missing[""NotAvailable""]"
"EWI","Enarotali","Enarotali","Indonesia","Missing[""NotAvailable""]"
"FKQ","Fak Fak","Fak Fak","Indonesia","Missing[""NotAvailable""]"
"FLZ","Sibolga","Sibolga","Indonesia",79714
"FOO","Numfoor","Numfoor","Indonesia","Missing[""NotAvailable""]"
"GEB","Gebe","Gebe","Indonesia","Missing[""NotAvailable""]"
"GES","General Santos","General Santos","Philippines","Missing[""NotAvailable""]"
"GHS","West Kutai","West Kutai","Indonesia","Missing[""NotAvailable""]"
"GLX","Galela","Galela","Indonesia","Missing[""NotAvailable""]"
"GNS","Gunungsitoli","Gunungsitoli","Indonesia",24787
"GNS","Gunung Sitoli","Gunung Sitoli","Indonesia",24787
"GSA","Long Pasia","Long Pasia","Malaysia","Missing[""NotAvailable""]"
"GTB","Genting","Genting","Malaysia","Missing[""NotAvailable""]"
"GTO","Gorontalo","Gorontalo","Indonesia",144195
"HAN","Hanoi","Hanoi","Viet Nam",2644536
"HDY","Hat Yai","Hat Yai","Thailand",191696
"HEB","Henzada","Henzada","Myanmar",134947
"HEB","Hinthada","Hinthada","Myanmar",134947
"HEH","Heho","Heho","Myanmar","Missing[""NotAvailable""]"
"HGN","Mae Hong Son","Mae Hong Son","Thailand",9109
"HHQ","Hua Hin","Hua Hin","Thailand",50456
"HKT","Phuket","Phuket","Thailand",89072
"HLP","Jakarta Halim Perdana Kusuma Apt","Jakarta","Indonesia",10187595
"HLP","Jakarta Halim Perdanakusuma Apt","Jakarta","Indonesia",10187595
"HOE","Houeisay","Houeisay","Lao People's Democratic Republic","Missing[""NotAvailable""]"
"HOX","Homalin","Homalin","Myanmar","Missing[""NotAvailable""]"
"HPH","Haiphong","Haiphong","Viet Nam",846191
"HUI","Hue","Hue","Viet Nam",287217
"IAO","Del Carmen","Del Carmen","Philippines",4276
"ICO","Sicogon Island","Sicogon Island","Philippines","Missing[""NotAvailable""]"
"ILA","Illaga","Illaga","Indonesia","Missing[""NotAvailable""]"
"ILO","Ilo-Ilo","Ilo-Ilo","Philippines","Missing[""NotAvailable""]"
"INX","Inanwatan","Inanwatan","Indonesia","Missing[""NotAvailable""]"
"IPH","Ipoh","Ipoh","Malaysia",673318
"IUL","Ilu","Ilu","Indonesia","Missing[""NotAvailable""]"
"JBB","Jember","Jember","Indonesia",298585
"JHB","Johor Bahru","Johor Bahru","Malaysia",802489
"JIO","Tiakur","Tiakur","Indonesia","Missing[""NotAvailable""]"
"JOG","Yogyakarta","Yogyakarta","Indonesia",636660
"JOG","Yogyakarta (ID) 00","Yogyakarta (ID) 00","Indonesia","Missing[""NotAvailable""]"
"JOL","Jolo","Jolo","Philippines",140307
"KAW","Kawthaung","Kawthaung","Myanmar","Missing[""NotAvailable""]"
"KAZ","Kau","Kau","Indonesia","Missing[""NotAvailable""]"
"KBF","Karubaga","Karubaga","Indonesia","Missing[""NotAvailable""]"
"KBR","Kota Bharu","Kota Bharu","Malaysia",279316
"KBU","Kotabaru","Kotabaru","Indonesia",134895
"KBV","Krabi","Krabi","Thailand",31219
"KBX","Kambuaya","Kambuaya","Indonesia","Missing[""NotAvailable""]"
"KCH","Kuching","Kuching","Malaysia",570407
"KDI","Kendari","Kendari","Indonesia",235307
"KDT","Kamphangsaen","Kamphangsaen","Thailand","Missing[""NotAvailable""]"
"KEI","Kepi","Kepi","Indonesia","Missing[""NotAvailable""]"
"KEQ","Kebar","Kebar","Indonesia","Missing[""NotAvailable""]"
"KET","Kengtung","Kengtung","Myanmar","Missing[""NotAvailable""]"
"KHM","Khamti","Khamti","Myanmar","Missing[""NotAvailable""]"
"KJT","Majalengka","Majalengka","Indonesia",87732
"KKC","Khon Kaen","Khon Kaen","Thailand",147579
"KKM","Lop Buri","Lop Buri","Thailand",57761
"KKZ","Koh Kong","Koh Kong","Cambodia",38524
"KLO","Kalibo","Kalibo","Philippines",69700
"KMM","Kimam","Kimam","Indonesia","Missing[""NotAvailable""]"
"KMV","Kalemyo","Kalemyo","Myanmar","Missing[""NotAvailable""]"
"KNG","Kaimana","Kaimana","Indonesia","Missing[""NotAvailable""]"
"KNG","Utarom","Utarom","Indonesia","Missing[""NotAvailable""]"
"KNO","Medan (ID) 00","Medan (ID) 00","Indonesia","Missing[""NotAvailable""]"
"KNO","Medan Kuala Namu","Medan","Indonesia",2109339
"KOE","Kupang","Kupang","Indonesia",282396
"KOG","Khong","Khong","Lao People's Democratic Republic","Missing[""NotAvailable""]"
"KON","Kontum","Kontum","Viet Nam","Missing[""NotAvailable""]"
"KOP","Nakhon Phanom","Nakhon Phanom","Thailand",34595
"KOS","Sihanoukville","Sihanoukville","Cambodia",156691
"KPI","Kapit","Kapit","Malaysia",15771
"KRC","Kerinci","Kerinci","Indonesia","Missing[""NotAvailable""]"
"KSR","Selayar Islands","Selayar Islands","Indonesia","Missing[""NotAvailable""]"
"KTE","Kerteh","Kerteh","Malaysia",24401
"KTG","Ketapang","Ketapang","Indonesia",111619
"KUA","Kuantan","Kuantan","Malaysia",366229
"KUD","Kudat","Kudat","Malaysia",32393
"KUL","Kuala Lumpur","Kuala Lumpur","Malaysia",1627172
"KUL","Kuala Lumpur International Airport","Kuala Lumpur","Malaysia",1627172
"KWB","Karimunjawa","Karimunjawa","Indonesia","Missing[""NotAvailable""]"
"KYP","Kyaukpyu","Kyaukpyu","Myanmar","Missing[""NotAvailable""]"
"KYT","Kyauktu","Kyauktu","Myanmar","Missing[""NotAvailable""]"
"KZD","Krakor","Krakor","Cambodia","Missing[""NotAvailable""]"
"LAC","Pulau Layang-Layang","Pulau Layang-Layang","Malaysia","Missing[""NotAvailable""]"
"LAC","Layang-Layang Island","Layang-Layang Island","Malaysia","Missing[""NotAvailable""]"
"LAH","Labuha","Labuha","Indonesia","Missing[""NotAvailable""]"
"LAO","Laoag","Laoag","Philippines",102105
"LBJ","Labuan Bajo","Labuan Bajo","Indonesia","Missing[""NotAvailable""]"
"LBP","Long Banga","Long Banga","Malaysia","Missing[""NotAvailable""]"
"LBU","Labuan","Labuan","Malaysia",73653
"LBW","Long Bawan","Long Bawan","Indonesia","Missing[""NotAvailable""]"
"LBX","Lubang","Lubang","Philippines",5750
"LDU","Lahad Datu","Lahad Datu","Malaysia",105622
"LGK","Langkawi","Langkawi","Malaysia","Missing[""NotAvailable""]"
"LGL","Long Lellang","Long Lellang","Malaysia","Missing[""NotAvailable""]"
"LGP","Legaspi","Legaspi","Philippines",179481
"LII","Mulia","Mulia","Indonesia","Missing[""NotAvailable""]"
"LIW","Loikaw","Loikaw","Myanmar",17293
"LKA","Larantuka","Larantuka","Indonesia","Missing[""NotAvailable""]"
"LKH","Long Akah","Long Akah","Malaysia","Missing[""NotAvailable""]"
"LLC","Lal-lo","Lal-lo","Philippines","Missing[""NotAvailable""]"
"LLJ","Lubuk Linggau","Lubuk Linggau","Indonesia",148243
"LLO","Palopo","Palopo","Indonesia",93149
"LMN","Limbang","Limbang","Malaysia",26199
"LMU","Jemaja Island","Jemaja Island","Indonesia","Missing[""NotAvailable""]"
"LNU","Malinau","Malinau","Indonesia","Missing[""NotAvailable""]"
"LOE","Loei","Loei","Thailand",35273
"LOP","Praya","Praya","Indonesia",35183
"LPQ","Luang Prabang","Luang Prabang","Lao People's Democratic Republic",47378
"LPT","Lampang","Lampang","Thailand",156139
"LPU","Long Apung","Long Apung","Indonesia","Missing[""NotAvailable""]"
"LSH","Lashio","Lashio","Myanmar",131016
"LSM","Long Semado","Long Semado","Malaysia","Missing[""NotAvailable""]"
"LSW","Lhok Seumawe","Lhok Seumawe","Indonesia","Missing[""NotAvailable""]"
"LUV","Langgur","Langgur","Indonesia","Missing[""NotAvailable""]"
"LUW","Luwuk","Luwuk","Indonesia",47778
"LWA","Lwbak","Lwbak","Philippines","Missing[""NotAvailable""]"
"LWE","Lewoleba","Lewoleba","Indonesia","Missing[""NotAvailable""]"
"LWY","Lawas","Lawas","Malaysia","Missing[""NotAvailable""]"
"LXG","Luang Namtha","Luang Namtha","Lao People's Democratic Republic",3225
"MAL","Mangole","Mangole","Indonesia","Missing[""NotAvailable""]"
"MAQ","Mae Sot","Mae Sot","Thailand",44563
"MBO","Mamburao","Mamburao","Philippines",23892
"MBT","Masbate","Masbate","Philippines",43725
"MDC","Manado","Manado","Indonesia",451893
"MDL","Mandalay","Mandalay","Myanmar",960000
"MDL","Mandalay (MM) 00","Mandalay (MM) 00","Myanmar","Missing[""NotAvailable""]"
"MDP","Mindiptana","Mindiptana","Indonesia","Missing[""NotAvailable""]"
"MEQ","Meulaboh","Meulaboh","Indonesia",35062
"MEQ","Cut Nyak Dien","Cut Nyak Dien","Indonesia","Missing[""NotAvailable""]"
"MES","Medan","Medan","Indonesia",2109339
"MES","Medan (ID) 00","Medan (ID) 00","Indonesia","Missing[""NotAvailable""]"
"MES","Medan Polonia","Medan","Indonesia",2109339
"MGU","Manaung","Manaung","Myanmar","Missing[""NotAvailable""]"
"MGZ","Myeik","Myeik","Myanmar",173298
"MJU","Mamuju","Mamuju","Indonesia","Missing[""NotAvailable""]"
"MKM","Mukah","Mukah","Malaysia","Missing[""NotAvailable""]"
"MKQ","Merauke","Merauke","Indonesia",49078
"MKW","Manokwari","Manokwari","Indonesia",53190
