"IATA","Airport Name","City Name","Country Name","Population"
"STD","Santo Domingo","Santo Domingo (VE)","Venezuela","Missing[""NotAvailable""]"
"STD","Santo Domingo (VE)","Santo Domingo (VE)","Venezuela","Missing[""NotAvailable""]"
"SVI","San Vicente del Caguan","San Vicente del Caguan","Colombia",31011
"SVZ","San Antonio","San Antonio (VE)","Venezuela","Missing[""NotAvailable""]"
"SVZ","San Antonio Tachira","San Antonio Tachira","Venezuela","Missing[""NotAvailable""]"
"TBP","Tumbes","Tumbes","Peru",94751
"TCD","Tarapaca","Tarapaca","Colombia","Missing[""NotAvailable""]"
"TCO","Tumaco","Tumaco","Colombia",88845
"TCQ","Tacna","Tacna","Peru",242451
"TDD","Trinidad","Trinidad","Bolivia",84259
"TGI","Tingo Maria","Tingo Maria","Peru",50414
"TJA","Tarija","Tarija","Bolivia",159269
"TLU","Tolu","Tolu","Colombia",22318
"TME","Tame","Tame","Colombia",29099
"TNW","Tena","Tena","Ecuador",17172
"TPP","Tarapoto","Tarapoto","Peru",117184
"TRB","Turbo","Turbo","Colombia",49153
"TRU","Trujillo","Trujillo","Peru",682834
"TUA","Tulcan","Tulcan","Ecuador",47053
"TUV","Tucupita","Tucupita","Venezuela",51534
"TYL","Talara","Talara","Peru",99074
"UIB","Quibdo","Quibdo","Colombia",108515
"UIO","Quito","Quito","Ecuador",1619800
"UNC","Unguia","Unguia","Colombia",4372
"URR","Urrao","Urrao","Colombia",18846
"UYU","Uyuni","Uyuni","Bolivia",10293
"VGZ","Mocoa","Mocoa","Colombia",26734
"VIG","El Vigia","El Vigia","Venezuela",59092
"VLN","Valencia (VE)","Valencia (VE)","Venezuela",1408400
"VLN","Valencia","Valencia (VE)","Venezuela",1408400
"VLV","Valera","Valera","Venezuela",93756
"VUP","Valledupar","Valledupar","Colombia",315396
"VVC","Villavicencio","Villavicencio","Colombia",378668
"VVI","Santa Cruz Viru Viru International Apt","Santa Cruz (BO)","Bolivia",1616063
"VVI","Santa Cruz Viru Viru International Apt","Santa Cruz","Bolivia",1616063
"XAU","Saul","Saul","French Guiana","Missing[""NotAvailable""]"
"XMS","Macas","Macas","Ecuador",23687
"YMS","Yurimaguas","Yurimaguas","Peru",47113
"AAN","Al Ain","Al Ain","United Arab Emirates",350000
"AAY","Al Ghaydah","Al Ghaydah","Yemen","Missing[""NotAvailable""]"
"ABD","Abadan","Abadan","Iran Islamic Republic of",370180
"ABT","Al Baha","Al Baha","Saudi Arabia","Missing[""NotAvailable""]"
"ACP","Sahand","Sahand","Iran Islamic Republic of","Missing[""NotAvailable""]"
"ACP","Maragheh","Maragheh","Iran Islamic Republic of",149929
"ACZ","Zabol","Zabol","Iran Islamic Republic of",136956
"ADE","Aden","Aden","Yemen",588938
"ADJ","Amman Civil Apt","Amman","Jordan",1036330
"ADJ","Amman Civil-Marka Airport","Amman","Jordan",1036330
"ADJ","Amman Marka Intl Airport","Amman","Jordan",1036330
"ADU","Ardabil","Ardabil","Iran Islamic Republic of",412669
"AEU","Abu Musa Island","Abu Musa Island","Iran Islamic Republic of","Missing[""NotAvailable""]"
"AFZ","Sabzevar","Sabzevar","Iran Islamic Republic of",214582
"AHB","Abha","Abha","Saudi Arabia",201912
"AJF","Jouf","Jouf","Saudi Arabia","Missing[""NotAvailable""]"
"AJK","Araak","Araak","Iran Islamic Republic of","Missing[""NotAvailable""]"
"AKH","Al Kharj","Al Kharj","Saudi Arabia",200958
"ALP","Aleppo","Aleppo","Syrian Arab Republic",2132100
"AMM","Amman Queen Alia International Apt","Amman","Jordan",1036330
"AQI","Qaisumah","Qaisumah","Saudi Arabia","Missing[""NotAvailable""]"
"AQJ","Aqaba","Aqaba","Jordan",80059
"AUH","Abu Dhabi International Apt","Abu Dhabi","United Arab Emirates",630000
"AWZ","Ahwaz","Ahwaz","Iran Islamic Republic of",985614
"AXK","Ataq","Ataq","Yemen",2568
"AYM","Abu Dhabi Yas Island SPB","Abu Dhabi Yas Island SPB","United Arab Emirates","Missing[""NotAvailable""]"
"AZD","Yazd","Yazd","Iran Islamic Republic of",432194
"AZI","Abu Dhabi Bateen Apt","Abu Dhabi","United Arab Emirates",630000
"BAH","Bahrain","Bahrain","Bahrain","Missing[""NotAvailable""]"
"BDH","Bandar Lengeh","Bandar Lengeh","Iran Islamic Republic of","Missing[""NotAvailable""]"
"BEY","Beirut","Beirut","Lebanon",2006452
"BGW","Baghdad al Muthana Apt","Baghdad","Iraq",6250000
"BGW","Baghdad","Baghdad","Iraq",6250000
"BHH","Bisha","Bisha","Saudi Arabia",78303
"BJB","Bojnord","Bojnord","Iran Islamic Republic of","Missing[""NotAvailable""]"
"BJB","Bojnurd","Bojnurd","Iran Islamic Republic of",176726
"BND","Bandar Abbas","Bandar Abbas","Iran Islamic Republic of",367508
"BSM","Bishen Kola","Bishen Kola","Iran Islamic Republic of","Missing[""NotAvailable""]"
"BSR","Basra","Basra","Iraq",1200000
"BSR","Basrah","Basrah","Iraq","Missing[""NotAvailable""]"
"BUK","Albuq","Albuq","Yemen","Missing[""NotAvailable""]"
"BUK","Al Buq","Albuq","Yemen","Missing[""NotAvailable""]"
"BXR","Bam","Bam","Iran Islamic Republic of","Missing[""NotAvailable""]"
"BYB","Dibaa","Dibaa","Oman","Missing[""NotAvailable""]"
"BYB","Diba al Bayah","Dibaa","Oman","Missing[""NotAvailable""]"
"CQD","Shahre Kord","Shahre Kord","Iran Islamic Republic of","Missing[""NotAvailable""]"
"DAM","Damascus","Damascus","Syrian Arab Republic",1711000
"DCG","Dubai","Dubai Creek SPB","United Arab Emirates","Missing[""NotAvailable""]"
"DCG","Dubai (AE) 00","Dubai (AE) 00","United Arab Emirates","Missing[""NotAvailable""]"
"DCG","Dubai Creek SPB","Dubai Creek SPB","United Arab Emirates","Missing[""NotAvailable""]"
"DEF","Dezful","Dezful","Iran Islamic Republic of",228507
"DEZ","Deirezzor","Deirezzor","Syrian Arab Republic","Missing[""NotAvailable""]"
"DEZ","Deir Ez Zor","Deir Ez Zor","Syrian Arab Republic",242565
"DHA","Dhahran","Dhahran","Saudi Arabia",97446
"DHF","Abu Dhabi Al Dhafra AB Apt","Abu Dhabi","United Arab Emirates",630000
"DJH","Dubai Jebel Ali SPB","Dubai Jebel Ali SPB","United Arab Emirates","Missing[""NotAvailable""]"
"DMM","Dammam (SA) 00","Dammam (SA) 00","Saudi Arabia","Missing[""NotAvailable""]"
"DMM","Dammam","Dammam","Saudi Arabia",903312
"DOH","Doha","Doha","Qatar",338760
"DQM","Duqm","Duqm","Oman","Missing[""NotAvailable""]"
"DWC","Dubai al Maktoum Intl","Dubai (AE) 00","United Arab Emirates","Missing[""NotAvailable""]"
"DWC","Dubai Al Maktoum Intl","Dubai","United Arab Emirates",2106177
"DWD","Dawadmi","Dawadmi","Saudi Arabia","Missing[""NotAvailable""]"
"DXB","Dubai International","Dubai (AE) 00","United Arab Emirates","Missing[""NotAvailable""]"
"DXB","Dubai International","Dubai","United Arab Emirates",2106177
"EAM","Nejran","Nejran","Saudi Arabia","Missing[""NotAvailable""]"
"EBL","Erbil","Erbil","Iraq",925000
"EJH","Wedjh","Wedjh","Saudi Arabia","Missing[""NotAvailable""]"
"ELQ","Gassim","Gassim","Saudi Arabia","Missing[""NotAvailable""]"
"ETH","Eilat","Eilat","Israel",44500
"ETH","Eilat (IL) 00","Eilat (IL) 00","Israel","Missing[""NotAvailable""]"
"ETM","Eilat (IL) 00","Eilat (IL) 00","Israel","Missing[""NotAvailable""]"
"ETM","Eilat","Eilat","Israel",44500
"FAU","Fahud","Fahud","Oman","Missing[""NotAvailable""]"
"FAZ","Fasa","Fasa","Iran Islamic Republic of",92020
"FJR","Al-Fujairah","Al-Fujairah","United Arab Emirates","Missing[""NotAvailable""]"
"FJR","Fujairah","Fujairah","United Arab Emirates","Missing[""NotAvailable""]"
"GBT","Gorgan","Gorgan","Iran Islamic Republic of",274438
"GCH","Gachsaran","Gachsaran","Iran Islamic Republic of",83856
"GIZ","Gizan","Gizan","Saudi Arabia","Missing[""NotAvailable""]"
"GIZ","Jazan","Jazan","Saudi Arabia",5551
"GSM","Gheshm","Gheshm","Iran Islamic Republic of",24461
"GSM","Gheshm Island","Gheshm Island","Iran Islamic Republic of","Missing[""NotAvailable""]"
"GXF","Seiyun","Seiyun","Yemen","Missing[""NotAvailable""]"
"GXF","Sayun","Sayun","Yemen","Missing[""NotAvailable""]"
"GZA","Gaza","Gaza","Palestine","Missing[""NotAvailable""]"
"HAS","Hail","Hail","Saudi Arabia",267005
"HBT","Hafr Albatin","Hafr Albatin","Saudi Arabia","Missing[""NotAvailable""]"
"HDM","Hamadan","Hamadan","Iran Islamic Republic of",479640
"HFA","Haifa","Haifa","Israel",268300
"HOD","Hodeidah","Hodeidah","Yemen",617871
"HOF","Hofuf","Hofuf","Saudi Arabia",287841
"HOF","Alahsa","Alahsa","Saudi Arabia","Missing[""NotAvailable""]"
"IAQ","Bahregan","Bahregan","Iran Islamic Republic of","Missing[""NotAvailable""]"
"IFN","Isfahan","Isfahan","Iran Islamic Republic of",1602110
"IFN","Esfahan","Esfahan","Iran Islamic Republic of",1602110
"IHR","Iran Shahr","Iran Shahr","Iran Islamic Republic of","Missing[""NotAvailable""]"
"IHR","Iranshahr","Iranshahr","Iran Islamic Republic of",131232
"IIL","Ilaam","Ilaam","Iran Islamic Republic of","Missing[""NotAvailable""]"
"IIL","Ilam","Ilam","Iran Islamic Republic of","Missing[""NotAvailable""]"
"IKA","Imam Khomeini","Imam Khomeini","Iran Islamic Republic of","Missing[""NotAvailable""]"
"IKA","Tehran Imam Khomeini International Apt","Tehran","Iran Islamic Republic of",8244535
"IMQ","Maku","Maku","Iran Islamic Republic of",41865
"IQA","Al Asad","Al Asad","Iraq","Missing[""NotAvailable""]"
"ISU","Sulaymaniyah","Sulaymaniyah","Iraq",600000
"JAR","Jahrom","Jahrom","Iran Islamic Republic of",103023
"JED","Jeddah","Jeddah","Saudi Arabia",3430697
"JNJ","Duqm","Duqm","Oman","Missing[""NotAvailable""]"
"JRS","Jerusalem","Jerusalem","Israel",773000
"JSK","Jask","Jask","Iran Islamic Republic of",16468
"JWN","Zanjan","Zanjan","Iran Islamic Republic of",349713
"JYR","Jiroft","Jiroft","Iran Islamic Republic of",97988
"KAC","Kameshli","Kameshli","Syrian Arab Republic","Missing[""NotAvailable""]"
"KAC","Kamishly","Kamishly","Syrian Arab Republic","Missing[""NotAvailable""]"
"KER","Kerman","Kerman","Iran Islamic Republic of","Missing[""NotAvailable""]"
"KHD","Khorramabad","Khorramabad","Iran Islamic Republic of",328544
"KHK","Khark Island","Khark Island","Iran Islamic Republic of","Missing[""NotAvailable""]"
"KHS","Khasab","Khasab","Oman",17904
"KHY","Khoy","Khoy","Iran Islamic Republic of",181465
"KIH","Kish Island","Kish Island","Iran Islamic Republic of","Missing[""NotAvailable""]"
"KIK","Kirkuk","Kirkuk","Iraq",601433
"KKS","Kashan","Kashan","Iran Islamic Republic of",253509
"KLM","Kalaleh","Kalaleh","Iran Islamic Republic of",28035
"KMC","King Khalid Mil. City","King Khalid Mil. City","Saudi Arabia","Missing[""NotAvailable""]"
"KSH","Kermanshah","Kermanshah","Iran Islamic Republic of",784602
"KSW","Kiryat Shmona","Kiryat Shmona","Israel","Missing[""NotAvailable""]"
"KWI","Kuwait","Kuwait","Kuwait",60064
"KYE","Tripoli (LB)","Tripoli (LB)","Lebanon",229398
"LFM","Lamerd","Lamerd","Iran Islamic Republic of",21365
"LRR","Lar","Lar","Iran Islamic Republic of","Missing[""NotAvailable""]"
"LTK","Latakia","Latakia","Syrian Arab Republic",340181
"LVP","Lavan Island","Lavan Island","Iran Islamic Republic of","Missing[""NotAvailable""]"
"MCT","Muscat","Muscat","Oman",27216
"MED","Madinah","Madinah","Saudi Arabia",1100093
"MHD","Mashhad","Mashhad","Iran Islamic Republic of","Missing[""NotAvailable""]"
"MIP","Mitspeh Ramon","Mitspeh Ramon","Israel","Missing[""NotAvailable""]"
"MKX","Mukalla (YE) 00","Mukalla (YE) 00","Yemen","Missing[""NotAvailable""]"
"MRX","Bandar Mahshahr","Bandar Mahshahr","Iran Islamic Republic of","Missing[""NotAvailable""]"
"MSH","Masirah","Masirah","Oman","Missing[""NotAvailable""]"
"MTZ","Masada","Masada","Israel",3267
"NHD","Dubai Minhad AB","Dubai","United Arab Emirates",2106177
"NJF","Najaf","Najaf","Iraq",482576
"NJF","Al Najaf","Al Najaf","Iraq","Missing[""NotAvailable""]"
"NSH","Now Shahr","Now Shahr","Iran Islamic Republic of",40578
"NUM","Neom Bay","Neom Bay","Saudi Arabia","Missing[""NotAvailable""]"
"OHS","Sohar","Sohar","Oman",140006
"OMH","Urmieh","Urmieh","Iran Islamic Republic of","Missing[""NotAvailable""]"
"OMH","Urumiyeh","Urumiyeh","Iran Islamic Republic of",577307
"OMM","Marmul","Marmul","Oman","Missing[""NotAvailable""]"
"OSM","Mosul","Mosul","Iraq",1450000
"PFQ","Parsabad","Parsabad","Iran Islamic Republic of",82256
"PGU","Asaloyeh","Asaloyeh","Iran Islamic Republic of","Missing[""NotAvailable""]"
"PYK","Karaj","Karaj","Iran Islamic Republic of",1386030
"RAE","Arar","Arar","Saudi Arabia","Missing[""NotAvailable""]"
"RAH","Rafha","Rafha","Saudi Arabia","Missing[""NotAvailable""]"
"RAS","Rasht","Rasht","Iran Islamic Republic of",557366
"RHR","Ras al Khaimah Al Hamra SPB","Ras al Khaimah Al Hamra SPB","United Arab Emirates","Missing[""NotAvailable""]"
"RIY","Mukalla","Mukalla","Yemen",258132
"RJN","Rafsanjan","Rafsanjan","Iran Islamic Republic of",139219
"RKT","Ras al Khaimah","Ras al Khaimah","United Arab Emirates",113347
"RNM","Qarn Alam","Qarn Alam","Oman","Missing[""NotAvailable""]"
"RPN","Rosh Pina","Rosh Pina","Israel","Missing[""NotAvailable""]"
"RQW","Qayyarah","Qayyarah","Iraq","Missing[""NotAvailable""]"
"RUD","Shahrood","Shahrood","Iran Islamic Republic of","Missing[""NotAvailable""]"
"RUD","Shahrud","Shahrud","Iran Islamic Republic of",126916
"RUH","Riyadh","Riyadh","Saudi Arabia",5188286
"RUH","Riyadh King Khalid Intl","Riyadh","Saudi Arabia",5188286
"RZR","Ramsar","Ramsar","Iran Islamic Republic of",31659
"SAH","Sanaa","Sanaa","Yemen",1707531
"SCT","Socotra","Socotra","Yemen","Missing[""NotAvailable""]"
"SDA","Baghdad Saddam International Apt","Baghdad","Iraq",6250000
"SDA","Baghdad International Apt","Baghdad","Iraq",6250000
"SDG","Sanandaj","Sanandaj","Iran Islamic Republic of",316862
"SDV","Tel Aviv-yafo Sde Dov","Tel Aviv-yafo","Israel",404750
"SDV","Tel Aviv-Yafo Sde Dov","Tel Aviv-yafo","Israel",404750
"SHJ","Sharjah","Sharjah","United Arab Emirates",685000
"SHW","Sharurah","Sharurah","Saudi Arabia",62185
"SLL","Salalah","Salalah","Oman",172570
"SNX","Semnan","Semnan","Iran Islamic Republic of",124999
"SRY","Sari","Sary","Iran Islamic Republic of","Missing[""NotAvailable""]"
"SRY","Sari","Sari","Iran Islamic Republic of",261293
"SUH","Sur","Sur","Oman",71152
"SXI","Sirri Island","Sirri Island","Iran Islamic Republic of","Missing[""NotAvailable""]"
"SYE","Sa Dah","Sa Dah","Yemen","Missing[""NotAvailable""]"
"SYJ","Sirjan","Sirjan","Iran Islamic Republic of",170916
"SYZ","Shiraz","Shiraz","Iran Islamic Republic of",1227331
"TAI","Taiz","Taiz","Yemen",615222
"TAI","Taizz","Taizz","Yemen",615222
"TBZ","Tabriz","Tabriz","Iran Islamic Republic of",1378935
"TCX","Tabas","Tabas","Iran Islamic Republic of",49993
"TEW","Tohid","Tohid","Iran Islamic Republic of","Missing[""NotAvailable""]"
"THR","Tehran","Tehran","Iran Islamic Republic of",8244535
"THR","Tehran Mehrabad Airport","Tehran","Iran Islamic Republic of",8244535
"THR","Tehran Mehrabad International Airport","Tehran","Iran Islamic Republic of",8244535
"TIF","Taif","Taif","Saudi Arabia",521273
"TLV","Tel Aviv-yafo Ben Gurion International","Tel Aviv-yafo","Israel",404750
"TQD","Al Fallujah","Al Fallujah","Iraq",190159
"TUI","Turaif","Turaif","Saudi Arabia","Missing[""NotAvailable""]"
"TUU","Tabuk","Tabuk","Saudi Arabia",441351
"UKH","Mukhaizna","Mukhaizna","Oman","Missing[""NotAvailable""]"
"ULH","Al Ula","Al Ula","Saudi Arabia",29112
"URY","Gurayat","Gurayat","Saudi Arabia","Missing[""NotAvailable""]"
"VDA","Ovda","Ovda","Israel","Missing[""NotAvailable""]"
"VTM","Nevatim","Nevatim","Israel","Missing[""NotAvailable""]"
"WAE","Wadi al Dawaser","Wadi al Dawaser","Saudi Arabia","Missing[""NotAvailable""]"
"XBJ","Birjand","Birjand","Iran Islamic Republic of",166138
"XJD","Al Udeid","Al Udeid","Qatar","Missing[""NotAvailable""]"
"XNH","Nasiriyah","Nasiriyah","Iraq",15387
"XSB","Sir Bani Yas Island","Sir Bani Yas Island","United Arab Emirates","Missing[""NotAvailable""]"
"XZF","Dammam Harbour","Dammam Harbour","Saudi Arabia","Missing[""NotAvailable""]"
"YEH","Asaloyeh","Asaloyeh","Iran Islamic Republic of","Missing[""NotAvailable""]"
"YEH","Asaloyeh (IR) 00","Asaloyeh (IR) 00","Iran Islamic Republic of","Missing[""NotAvailable""]"
"YES","Yasouj","Yasouj","Iran Islamic Republic of",135142
"YNB","Yanbu al Bahr","Yanbu al Bahr","Saudi Arabia",188430
"YOT","Yotvata","Yotvata","Israel","Missing[""NotAvailable""]"
"ZAH","Zahedan","Zahedan","Iran Islamic Republic of",552706
"ZBR","Chah Bahar","Chah Bahar","Iran Islamic Republic of","Missing[""NotAvailable""]"
"ZDY","Delma Island","Delma Island","United Arab Emirates","Missing[""NotAvailable""]"
"ZJF","Dubai (AE) 00","Dubai","United Arab Emirates",2106177
"ZJF","Dubai","Dubai","United Arab Emirates",2106177
"ZJF","Dubai Jebel Ali Free Zone","Dubai","United Arab Emirates",2106177
"AGM","Tasiilaq","Tasiilaq","Greenland",1824
"AOQ","Aappilattoq","Aappilattoq","Greenland",207
"DUN","Dundas","Dundas","Greenland",289
"GOH","Nuuk","Nuuk","Greenland",14350
"IKE","Ikerasak","Ikerasak","Greenland",279
"IOQ","Isotoq","Isotoq","Greenland","Missing[""NotAvailable""]"
"IOQ","Isortoq","Isortoq","Greenland",113
"IOT","Illorsuit","Illorsuit","Greenland",93
"IUI","Innarsuit","Innarsuit","Greenland",160
"JAV","Ilulissat","Ilulissat","Greenland",4470
"JEG","Aasiaat","Aasiaat","Greenland",3129
"JHS","Sisimiut","Sisimiut","Greenland",5247
"JJU","Qaqortoq","Qaqortoq","Greenland",3177
"JNN","Nanortalik","Nanortalik","Greenland",1529
"JNS","Narsaq","Narsaq","Greenland",1705
"JRK","Arsuk","Arsuk","Greenland",142
"JUK","Ukkusissat","Ukkusissat","Greenland",186
"JUU","Nuugaatsiaq","Nuugaatsiaq","Greenland",96
"JUV","Upernavik","Upernavik","Greenland",1168
"KGQ","Kangersuatsiaq","Kangersuatsiaq","Greenland",233
"KHQ","Kullorsuaq","Kullorsuaq","Greenland",404
"KUZ","Kuummiut","Kuummiut","Greenland","Missing[""NotAvailable""]"
"LLU","Alluitsup Paa","Alluitsup Paa","Greenland",368
"NAQ","Qaanaaq","Qaanaaq","Greenland",616
"NIQ","Niaqornat","Niaqornat","Greenland",69
"NSQ","Nuussuaq","Nuussuaq","Greenland","Missing[""NotAvailable""]"
"OBY","Ittoqqortoormiit","Ittoqqortoormiit","Greenland","Missing[""NotAvailable""]"
"PQT","Qeqertaq","Qeqertaq","Greenland",163
"QCU","Akunnaaq","Akunnaaq","Greenland",106
"QFG","Eqalugaarsuit Heliport","Eqalugaarsuit Heliport","Greenland","Missing[""NotAvailable""]"
"QFI","Iginniarfik","Iginniarfik","Greenland",103
"QFN","Narsaq Kujalleq Heliport","Narsaq Kujalleq Heliport","Greenland","Missing[""NotAvailable""]"
"QFT","Qassiarsuk Heliport","Qassiarsuk Heliport","Greenland","Missing[""NotAvailable""]"
"QFX","Igaliku Heliport","Igaliku Heliport","Greenland","Missing[""NotAvailable""]"
"QGQ","Attu","Attu","Greenland",285
"QJE","Kitsissuarsuit","Kitsissuarsuit","Greenland",120
"QJH","Qassumiut Heliport","Qassumiut Heliport","Greenland","Missing[""NotAvailable""]"
"QJI","Ikamiut","Ikamiut","Greenland",92
"QMK","Niaqornaarsuk","Niaqornaarsuk","Greenland",330
"QOQ","Saarloq Heliport","Saarloq Heliport","Greenland","Missing[""NotAvailable""]"
"QPW","Kangaatsiaq","Kangaatsiaq","Greenland",670
"QRY","Ikerasaarsuk","Ikerasaarsuk","Greenland",114
"QUP","Saqqaq","Saqqaq","Greenland",183
"QUV","Aappilattoq Nanortalik Heliport","Aappilattoq Nanortalik Heliport","Greenland","Missing[""NotAvailable""]"
"QUW","Ammassivik Heliport","Ammassivik Heliport","Greenland","Missing[""NotAvailable""]"
"SAE","Saatut","Saatut","Greenland","Missing[""NotAvailable""]"
"SFJ","Kangerlussuaq","Kangerlussuaq","Greenland",528
"SGG","Sermiligaaq","Sermiligaaq","Greenland",229
"SRK","Siorapaluk","Siorapaluk","Greenland",93
"SVR","Savissivik","Savissivik","Greenland",82
"TQA","Tasiussaq Heliport","Tasiussaq Heliport","Greenland","Missing[""NotAvailable""]"
"TQI","Tiniteqilaaq Heliport","Tiniteqilaaq Heliport","Greenland","Missing[""NotAvailable""]"
"UAK","Narsarsuaq","Narsarsuaq","Greenland",150
"UMD","Uummannaq","Uummannaq","Greenland",1347
"UPK","Upernavik Kujalleq Heliport","Upernavik Kujalleq Heliport","Greenland","Missing[""NotAvailable""]"
"XEQ","Tasiuasaq","Tasiuasaq","Greenland","Missing[""NotAvailable""]"
"XIQ","Ilimanaq","Ilimanaq","Greenland",83
"AAF","Apalachicola","Apalachicola","USA",2276
"ABE","Allentown/Bethlehem","Allentown/Bethlehem","USA","Missing[""NotAvailable""]"
"ABE","Allentown/Bethlehem/Easton","Allentown/Bethlehem/Easton","USA","Missing[""NotAvailable""]"
"ABI","Abilene Regional Apt","Abilene","USA",120958
"ABL","Ambler","Ambler","USA",6506
"ABQ","Albuquerque","Albuquerque","USA",557169
"ABR","Aberdeen (US)","Aberdeen (US)","USA",27800
"ABY","Albany Dougherty County Apt","Albany (US) GA","USA","Missing[""NotAvailable""]"
"ABY","Albany Southwest Georgia Regional","Albany (US) GA","USA","Missing[""NotAvailable""]"
"ABY","Albany (US) GA","Albany (US) GA","USA","Missing[""NotAvailable""]"
"ACK","Nantucket","Nantucket","USA",7446
"ACT","Waco Municipal Apt","Waco","USA",130194
"ACT","Waco Regional Apt","Waco","USA",130194
"ACV","Arcata/Eureka","Arcata/Eureka","USA","Missing[""NotAvailable""]"
